POLB,PCNA,RHOF,TIAM1
POLB,PCNA,POLD1,GINS4,SLC22A3
POLB,PCNA,RHOF,TIAM1,EGF
POLB,PCNA,RHOF,TIAM1,MAP3K12
POLB,PCNA,RHOF,TIAM1,TLR10
POLB,PCNA,PRDX6,SPR,CCN2
POLB,PCNA,RHOF,TIAM1,SLC22A15
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,CDK1,CKS2,KITLG
POLB,H2BC8,ZMYM2,C8A
POLB,PCNA,RHOF,TIAM1,CHRND
POLB,PCNA,PRDX6,SPR,KLK10,SERPINB10
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,RHOF,TIAM1
POLB,H2BC8,ACTB,DCTN5,PIP4P1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,EZH2,CRY2,TFR2
POLB,PCNA,P4HB,RIPK1,GNG11
POLB,PCNA,UBA52,ZFYVE19,SLC22A23
POLB,PCNA,RHOF,TIAM1,EPB41
POLB,PCNA,RHOF,TIAM1,LAT
POLB,PCNA,POLE
POLB,PCNA,P4HB,RIPK1
POLB,H2BC21,H3-4,CAPN3
POLB,PCNA,RHOF,TIAM1,CDH10
POLB,PCNA,KIAA1522,NCK1,PCDH19
POLB,PCNA,EZH2,CRY2,NLGN1
POLB,PCNA,H3C12,TPR,ATP8A2
POLB,PCNA,KPNA1,TPX2,CLCN3,CNGA4
POLB,PCNA,ATM,TTI2,DGLUCY,GPR45
POLB,PCNA,KIAA1522,NCK1,ACE2,SLC6A19
POLB,PCNA,KPNA1,TPX2,GAP43
POLB,PCNA,P4HB,RIPK1,GIPR
POLB,PCNA,CALR,TMX3
POLB,PCNA,SUMO1,VHL
POLB,PCNA,RHOF,TIAM1,DOK3
POLB,H2BC21,ATAD1,AQP3
POLB,PCNA,CDK2,TTK,LANCL2
POLB,PCNA,EP300,TGS1,ADAM23
POLB,H2BC21,ZNF644,ATP9A,IL17RE
POLB,PCNA,P4HB,RIPK1,KLRC3
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,KPNA1,TPX2,GNG2
POLB,H2BC21,AKT1,TLR2,IPCEF1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,PRDX6,SPR,CSMD1,C4B
POLB,PCNA,RHOF,TIAM1,KCNJ12
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,MTNR1A
POLB,PCNA,RELA,ASB9,IL2RB
POLB,PCNA,RHOF,TIAM1,DGKZ
POLB,PCNA,WWOX,CATSPERE,TUSC3
POLB,PCNA,RNASEH2A,ICAM5
POLB,PCNA,KRAS,KPRP,CXCR5
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,RYR1
POLB,PCNA,RHOF,TIAM1,STX2
POLB,PCNA,DHX9,GRSF1,SV2B
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,PRDX3,ATP5F1B,SLC22A12
POLB,PCNA,RHOF,TIAM1,PARVA
POLB,PCNA,P4HB,RIPK1,LTB4R
POLB,PCNA,POLD1,GINS4,ARAF,SLC9A3R2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,DHX15,SF3B5,SDCBP2
POLB,PCNA,RHOF,TIAM1,VIPR2
POLB,PCNA,RHOF,TIAM1,OPRPN,SLC5A4
POLB,PCNA,RHOF,TIAM1,LPAR2
POLB,H2BC21,CDK14,GDE1
POLB,PCNA,RHOF,TIAM1,DLL1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,KIAA1522,NCK1,ACE2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,WWOX,CATSPERE,DUOX2,DUOXA2
POLB,PCNA,RHOF,TIAM1,GUCY2D
POLB,PCNA,UBE2I,CAMK2D,SCARA5
POLB,H2BC8,HEATR1,SPN
POLB,H2BC8,ZMYM2,C8A
POLB,H2BC8,ZNF629,RGS3
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,ZBTB1,PALLD
POLB,H2BC21,AKT1,TLR2
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,POLD2,NIBAN1
POLB,PCNA,H3C12,TPR,PLSCR4
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,KIAA1522,NCK1,OR52I1
POLB,XRCC1,KLF10,TNS1,CD151,ZDHHC20
POLB,PCNA,RHOF,TIAM1,SLC22A4,SLC5A6
POLB,PCNA,KIAA1522,NCK1,RASA4
POLB,PCNA,YWHAQ,KSR1,FCRL5
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,DHX15,SF3B5,NEURL1
POLB,PCNA,P4HB,RIPK1,HTR1F
POLB,PCNA,RHOF,TIAM1,SLC12A3
POLB,PCNA,H3C12,TPR,CLDN18
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1,TBC1D10A
POLB,PCNA,KRAS,KPRP,GSDMA
POLB,PCNA,DHX15,SF3B5,TMC2
POLB,H2BC8,YWHAB,PPEF1,SLC32A1
POLB,PCNA,MSH6,ANKRD17,TLR7
POLB,PCNA,RHOF,TIAM1,TSPAN33
POLB,PCNA,KPNA1,TPX2,CERCAM
POLB,H2BC21,AKT1,TLR2
POLB,H2BC8,CHD1L,NT5E
POLB,PCNA,RELA,ASB9,SLC35A4,SLC13A4
POLB,H2BC8,FOXM1,YTHDC1
POLB,PCNA,POLD1,GINS4,ASAP2
POLB,PCNA,H4C6,ZBTB20,MYO1A
POLB,PCNA,RHOF,TIAM1,OCRL
POLB,PCNA,RAD23A,SPANXN3,KCNA1
POLB,PCNA,GOLGA1,DVL3,LRRC4C
POLB,PCNA,RHOF,TIAM1,RP2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,CHRNB2
POLB,XRCC1,PARP1,RPA4,SLC30A4
POLB,PCNA,POLD1,GINS4,GLRB
POLB,PCNA,RHOF,TIAM1,C3orf52
POLB,PCNA,KRAS,KPRP,ADCY2
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,USP4,YWHAH,RIMS1
POLB,PCNA,DHX15,SF3B5,PCDHGC4
POLB,PCNA,RELA,ASB9,ADORA2A
POLB,PCNA,UBC,TBC1D15,PLEKHF2,GPBP1
POLB,PCNA,RHOF,TIAM1,GPC1
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,SDC3
POLB,PCNA,UBE2D3,BIRC7,DLL4
POLB,PCNA,RHOF,TIAM1,ADGRG5
POLB,PCNA,YBX1,RBMXL2,ANKRD20A1
POLB,XRCC1,PARP1,RPA4,PRR3
POLB,PCNA,POLD1,GINS4,MRAS
POLB,PCNA,RHOF,TIAM1,ADGRA3
POLB,PCNA,RHOF,TIAM1,MUC12
POLB,PCNA,RHOF,TIAM1,STOML1
POLB,PCNA,RHOF,TIAM1,FCRL3,SLC2A5
POLB,PCNA,RHOF,TIAM1,CHMP2B
POLB,XRCC1,KLF10,TNS1,GRM5
POLB,XRCC1,POLI,RIGI,LRBA
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,RHOF,TIAM1,FMN1
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1,PCDH11Y
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,RHOF,TIAM1,GNAS,RXFP3
POLB,PCNA,RELA,ASB9,CD209
POLB,XRCC1,POLK,SBSN,NCEH1
POLB,PCNA,RHOF,TIAM1,XPR1
POLB,PCNA,EP300,TGS1,POMC,MC3R
POLB,PCNA,CDK5,STXBP1
POLB,XRCC1,PARP1,RPA4,LGR4
POLB,XRCC1,KLF10,TNS1,OPRD1
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,CDK5,STXBP1
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,P4HB,RIPK1,CCKAR
POLB,H2BC21,PPP1R10,CAPN13,CAPNS2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,KRAS,KPRP,DLGAP3
POLB,XRCC1,KLF10,TNS1,HTR1B
POLB,XRCC1,PARP1,RPA4,PLCG2
POLB,PCNA,H3C12,TPR,ADAM12
POLB,XRCC1,POLK,SBSN,TMC6
POLB,PCNA,RHOF,TIAM1,CLEC7A
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,ADORA1
POLB,PCNA,RHOF,TIAM1,ACSBG1
POLB,PCNA,EP300,TGS1,CHRNB1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,UBB,TNFRSF1A,WNT6
POLB,PCNA,PMS2,PPP2CA,KISS1R
POLB,H2BC8,ZMYM2,C8A
POLB,PCNA,PRDX6,SPR,IL17RD
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,KRAS,KPRP,CNGA3
POLB,PCNA,CALR,TMX3
POLB,PCNA,FEN1,DNA2,GPR39
POLB,PCNA,PRDX3,ATP5F1B,AQP10
POLB,PCNA,PRDX6,SPR,MYO7A,RPE65
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,YBX1,RBMXL2,RPL36A-HNRNPH2
POLB,PCNA,H3C12,TPR,LYPD6
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,EP300,TGS1,BFSP2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,ASPH
POLB,PCNA,RHOF,TIAM1,SNX4
POLB,PCNA,RHOF,TIAM1,MAGI2
POLB,PCNA,RHOF,TIAM1,LRRC8C
POLB,PCNA,HLTF
POLB,PCNA,IGF1R,ADAMTS4,IL27RA
POLB,XRCC1,KLF6,NR0B2,CACNA1A,CACNB4
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,XPA,GTF2H1,IGDCC4
POLB,PCNA,RHOF,TIAM1,RGS13
POLB,PCNA,KPNA1,TPX2,CDH23,PCDH15
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,ZBTB38,PPP2R2A,MUC20
POLB,H2BC21,AKT1,TLR2,SLC44A1
POLB,PCNA,PRDX6,SPR,LRRC4
POLB,H2BC21,ORC4,PARM1
POLB,PCNA,SETDB1,ATF7IP2,MS4A14
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,UBE2I,CAMK2D,GUCY2C
POLB,PCNA,RHOF,TIAM1,PCDHGA3
POLB,PCNA,RHOF,TIAM1,SHC3
POLB,PCNA,RHOF,TIAM1,CYP2C18
POLB,PCNA,RHOF,TIAM1,EPHB3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,UBC
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1,GNG12
POLB,XRCC1,KLF10,TNS1,IFITM5
POLB,H2BC8,HEATR1,SPN
POLB,PCNA,PRDX6,SPR,LGALS4
POLB,PCNA,UBB,TNFRSF1A
POLB,H2BC8,SDCBP,TEKT1,SLC39A3
POLB,PCNA,RHOF,TIAM1,TBC1D10B
POLB,PCNA,KRAS,KPRP,COA6
POLB,PCNA,ARHGDIA,RHOH
POLB,PCNA,HOOK3,DCTN1,AGPAT2
POLB,H2BC8,ZMYM2,C8A
POLB,PCNA,RHOF,TIAM1,CHL1,CNTN6
POLB,PCNA,KPNA1,TPX2,DSCAM
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,RXFP1
POLB,PCNA,USP11,MTHFD1,ABCC9
POLB,PCNA,H4C6,ZBTB20,ATP1B4
POLB,PCNA,EP300,TGS1,SLC22A6
POLB,XRCC1,POLI,RIGI,AQP1
POLB,PCNA,UBE2I,CAMK2D,SLC6A2
POLB,H2BC8,CSNK2A2,BHLHE41,CATSPER1
POLB,XRCC1,PARP1,RPA4,ADD3
POLB,XRCC1,PARP1,RPA4,AQP6,TSPO2
POLB,H2BC8,CHD1L,NT5E
POLB,H2BC21,TTN,ACTN3
POLB,PCNA,MLH1,PPP3CB
POLB,PCNA,YWHAQ,KSR1,SELP
POLB,PCNA,POLD1,GINS4,AFAP1L2
POLB,PCNA,RHOF,TIAM1,DLL3
POLB,H2BC8,EIF4H,MCC
POLB,PCNA,POLD2,NIBAN1
POLB,PCNA,RHOF,TIAM1,KCNB1
POLB,PCNA,RHOF,TIAM1,RALGPS1
POLB,PCNA,KRAS,KPRP,SLC9A2
POLB,H2BC8,FOXC1,PBX2,GPC5
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,EP300,TGS1,GRIN2D
POLB,PCNA,RHOF,TIAM1,TLN2
POLB,PCNA,P4HB,RIPK1
POLB,XRCC1,PARP1,RPA4,PTPRS
POLB,PCNA,PRDX6,SPR,MYO1F
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1,TMEFF1
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1,SIGLEC7
POLB,PCNA,RHOF,TIAM1,COLEC12
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,EZH2,CRY2,S1PR2
POLB,PCNA,POLD1,GINS4,GLRB,GLRA3
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,ZBTB38,PPP2R2A,SLC17A5
POLB,PCNA,DHX15,SF3B5,ELMO1
POLB,XRCC1,PARP1,RPA4,SLC25A11
POLB,H2BC8,SSRP1,SETD5,RTN4RL2
POLB,PCNA,UBB,TNFRSF1A
POLB,XRCC1,PARP1,RPA4,CYB5A,SLC38A6
POLB,PCNA,EZH2,CRY2,KLRK1,RAET1L
POLB,PCNA,EP300,TGS1,CD27
POLB,PCNA,PRDX6,SPR,KCNQ4
POLB,H2BC21,CDK14
POLB,PCNA,RHOF,TIAM1,TAX1BP3
POLB,XRCC1,KLF10,TNS1,EFNB2
POLB,XRCC1,PARP1,RPA4,CEP112
POLB,PCNA,PRDX6,SPR,CLCA1
POLB,H2BC8,SDCBP
POLB,PCNA,DHX15,SF3B5,PCDHGB5
POLB,PCNA,WRNIP1,ELP2,IL1RL2
POLB,PCNA,KRAS,KPRP,SLC22A2
POLB,PCNA,IGF1R,ADAMTS4,GFRA2
POLB,PCNA,EP300,TGS1,ADM,RAMP2
POLB,XRCC1,PARP1,RPA4,EPS8
POLB,PCNA,ERCC6,POLR2H,BORCS5
POLB,PCNA,KIAA1522,NCK1
POLB,PCNA,RHOF,TIAM1,CCKBR
POLB,PCNA,H4C6,ZBTB20,PIEZO1
POLB,PCNA,RELA,ASB9,CD1B
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,NEDD8,EMG1,PXDNL
POLB,PCNA,RELA,ASB9,LRRN1
POLB,PCNA,RHOF,TIAM1,EXOC7
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,MPZL1
POLB,PCNA,H3C12,TPR,TBC1D3G
POLB,PCNA,EP300,TGS1,TNFRSF4,TNFSF4
POLB,PCNA,KPNA1,TPX2,OPN1LW
POLB,PCNA,PRDX6,SPR,RNASEK
POLB,PCNA,EP300,TGS1,PTGER1
POLB,PCNA,EZH2,CRY2,IFNGR2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RELA,ASB9,PLXNB3
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,YWHAQ,KSR1,DYSF
POLB,PCNA,RHOF,TIAM1,PCDHAC1
POLB,PCNA,MSH3,LMO2,LDB2
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,CALR,TMX3
POLB,PCNA,RHOF,TIAM1,KCNJ2
POLB,PCNA,RHOF,TIAM1,VIPR2,ADCYAP1,ADCYAP1R1
POLB,PCNA,RECQL4,NSMCE3,A1BG
POLB,H2BC8,BRD3,LTBP1,TMEM219
POLB,PCNA,RHOF,TIAM1,BTN3A3
POLB,PCNA,EP300,TGS1,CD8A,CD8B
POLB,PCNA,UBB,TNFRSF1A
POLB,LIG3,NR3C1,CLPTM1L,C5AR2
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,NRG1
POLB,PCNA,RHOF,TIAM1,TGFA
POLB,PCNA,ZBTB38,PPP2R2A,IL31RA
POLB,XRCC1,KLF10,TNS1,KCNC3
POLB,PCNA,YWHAQ,KSR1,MPO,APCDD1
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,EZH2,CRY2,PCDHB2
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,RHOF,TIAM1,ASIC3
POLB,PCNA,UBE2D3,BIRC7,GPR55
POLB,PCNA,RHOF,TIAM1,PCDHGA6
POLB,PCNA,RHOF,TIAM1,ATP5PO
POLB,PCNA,POLD1,GINS4,ANPEP
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,PIDD1,HSD17B14,RAB3A
POLB,PCNA,RHOF,TIAM1,CDON
POLB,PCNA,EP300,TGS1,SERPINE1
POLB,PCNA,ZBTB38,PPP2R2A,CRACR2A
POLB,PCNA,ARHGDIA,RHOH
POLB,PCNA,EP300,TGS1,SELENOK
POLB,PCNA,UBE2D3,BIRC7,ADCY4
POLB,H2BC8,DIDO1,IFI6
POLB,H2BC8,XRCC5,CEP128,P2RY1
POLB,PCNA,RHOF,TIAM1,PLPPR1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,HOOK2,ZNF107,KCNK1
POLB,PCNA,MSH6,ANKRD17,CD109
POLB,PCNA,SUMO1,VHL
POLB,PCNA,RELA,ASB9,TRPV1,SYT9
POLB,XRCC1,PARP1,RPA4,SKAP2
POLB,PCNA,RHOF,TIAM1,ECE1
POLB,H2BC21,LARP7,EPB42
POLB,H2BC21,ING5,VAMP5
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,UBA52,ZFYVE19,ZDHHC4
POLB,PCNA,PRDX6,SPR,CNR2
POLB,PCNA,DHX15,SF3B5,LDLR
POLB,XRCC1,KLF10,TNS1,CD151
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,SHC2
POLB,PCNA,KRAS,KPRP,SLC34A2
POLB,PCNA,RHOF,TIAM1,SCHIP1
POLB,H2BC8,CSNK2A2,BHLHE41,CATSPER1,CACNA1I,CATSPER2
POLB,PCNA,KIAA1522,NCK1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,UBA52,ZFYVE19,CLCA2
POLB,PCNA,PRDX6,SPR,ULBP3
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,EZH2,CRY2,RASSF3
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1,PHLDB2
POLB,PCNA,RHOF,TIAM1,LRIG1
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,H3C12,TPR,CNTNAP1
POLB,PCNA,SUMO1,VHL
POLB,PCNA,KPNA1,TPX2,FHOD3
POLB,PCNA,RHOF,TIAM1,OR3A1
POLB,XRCC1,PARP1,RPA4,MOSPD2
POLB,PCNA,KPNA1,TPX2,AP1M2,ATRN
POLB,H2BC21,H1-4,FBP2
POLB,PCNA,RHOF,TIAM1,PDCD10
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,UBE2D3
POLB,PCNA,POLD3,MELTF
POLB,PCNA,RHOF,TIAM1,NCR3LG1
POLB,PCNA,DHX15,SF3B5,PCDHGA10
POLB,PCNA,UBE2D3,BIRC7,ARRDC2
POLB,PCNA,EP300,TGS1,NTSR1
POLB,PCNA,EP300,TGS1,HCRTR1
POLB,PCNA,RHOF,TIAM1,EEPD1
POLB,PCNA,UBC,TBC1D15,TMPRSS11D
POLB,H2BC8,BCORL1
POLB,H2BC8,ZMYM2,C8A
POLB,PCNA,YBX1,RBMXL2,KCNK7
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,PRDX3,ATP5F1B
POLB,H2BC21,AKT1,TLR2
POLB,H2BC8,CHD4,MAGEA3,CPNE1
POLB,PCNA,KRAS,KPRP,SLC17A2
POLB,XRCC1,PARP1,RPA4,PTPRH
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,EP300,TGS1,SLC6A12
POLB,PCNA,H3C12,TPR,TBC1D3B
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,ADGRA1
POLB,PCNA,RHOF,TIAM1,APBA1
POLB,PCNA,RHOF,TIAM1,MARCHF2
POLB,XRCC1,KLF10,TNS1,IFNAR1
POLB,PCNA,DHX15,SF3B5,APLP1,CNTN5
POLB,PCNA,RHOF,TIAM1,STX19
POLB,XRCC1,PARP1,RPA4,GMIP
POLB,XRCC1,PARP1,RPA4,STX4
POLB,PCNA,NR2C2,PYCR3,SLC26A11
POLB,PCNA,RHOF,TIAM1,TSHR
POLB,XRCC1,PARP1,RPA4,PRRG2
POLB,PCNA,RHOF,TIAM1,PON2
POLB,PCNA,EZH2,CRY2,CST3
POLB,XRCC1,KLF10,TNS1,SPART
POLB,H2BC21,IGSF3,TSPAN15
POLB,PCNA,KRAS,KPRP,SLC9A4
POLB,H2BC21,TTN,ACTN3
POLB,PCNA,PRDX3,ATP5F1B,GNAT2
POLB,PCNA,RHOF,TIAM1,SNX30
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,PPP1CB,PAPOLA,DNAL4
POLB,PCNA,UHRF2,ZNF410,PCDHA4
POLB,PCNA,RHOF,TIAM1,PCDHB16,SLC39A11
POLB,PCNA,RHOF,TIAM1,PLAU
POLB,PCNA,RHOF,TIAM1,BOC
POLB,PCNA,NR2C2,PYCR3,SYNGR1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,FHIT
POLB,PCNA,RHOF,TIAM1,LINGO1
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,IL1RAP
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,IGF1R,ADAMTS4,ADGRG1
POLB,PCNA,RHOF,TIAM1,SLC13A1
POLB,PCNA,KIAA1522,NCK1,ACE2,SLC6A19
POLB,PCNA,RHOF,TIAM1,NOTCH2NLC,KCNS2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,PPIA,TAGLN2,SLC39A1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,DHX15,SF3B5,DXO
POLB,H2BC8,HMG20A,PAWR
POLB,PCNA,EP300,TGS1,GNAQ
POLB,PCNA,RHOF,TIAM1,SULF1
POLB,H2BC8,ZMYM2,C8A
POLB,XRCC1,POLK,SBSN,ASTL
POLB,PCNA,KRAS,KPRP,RIC8B
POLB,PCNA,RHOF,TIAM1,IL7R
POLB,PCNA,RHOF,TIAM1,ATP8B3
POLB,PCNA,EP300,TGS1,TNFRSF11A
POLB,H2BC8,ZMYM2,C8A
POLB,XRCC1,KLF6,NR0B2,SLC19A2
POLB,H2BC8,HMG20A,PAWR
POLB,PCNA,DHX9,GRSF1,SCUBE3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,GOLGA1,DVL3,PLCD3
POLB,PCNA,RHOF,TIAM1,FLRT1
POLB,PCNA,UBE2D3,BIRC7,OR4N2
POLB,PCNA,P4HB,RIPK1,HCRTR2
POLB,PCNA,KPNA1,TPX2,EPS8L2
POLB,H2BC8,HMG20A,PAWR
POLB,PCNA,UBE2I,CAMK2D,MDGA1
POLB,PCNA,IGF1R,ADAMTS4,CDH24
POLB,PCNA,KRAS,KPRP,ADAM32
POLB,PCNA,EP300,TGS1,WARS2
POLB,PCNA,RHOF,TIAM1,TIRAP,TNFSF9
