POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,SHANK2
POLB,PCNA,RHOF,TIAM1,CD72
POLB,XRCC1,PNKP,EIF4ENIF1,PI4KA,TTC7B
POLB,PCNA,UBE2D3,BIRC7,TICAM2
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,IL2RA
POLB,PCNA,RHOF,TIAM1,STXBP5L
POLB,PCNA,RHOF,TIAM1,MARCHF1
POLB,H2BC21,ZNF644,ATP9A
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,H4C6,ZBTB20,GPRC5D
POLB,PCNA,KPNA1,TPX2,SNUPN
POLB,PCNA,DHX15,SF3B5,APLP1
POLB,PCNA,EP300,TGS1,PSTPIP2
POLB,PCNA,KRAS,KPRP,NLGN2
POLB,PCNA,RHOF,TIAM1,LANCL1
POLB,PCNA,MSH2,MGMT,HLA-DQA1
POLB,H2BC21,WDR5,SPECC1,JTB
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,SLC16A13
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,PACSIN2
POLB,PCNA,KRAS,KPRP,SLC22A5
POLB,PCNA,FEN1,DNA2,LTBR
POLB,PCNA,PRDX3,ATP5F1B,RAB27B
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,IL12RB1,IL12RB2
POLB,H2BC21,LARP7,EPB42
POLB,XRCC1,PARP1,RPA4,HLA-DQB2
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RELA,ASB9,GLP1R
POLB,PCNA,RHOF,TIAM1,MYO16
POLB,H2BC8,BRD3,LTBP1,CKAP4
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PNKP,EIF4ENIF1,ITGB4
POLB,XRCC1,KLF10,TNS1,PTCH1
POLB,XRCC1,KLF10,TNS1,SH3GL2
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,H2BC8,CHD1L,NT5E
POLB,H2BC8,CHD8,CASR
POLB,PCNA,POLD1,GINS4,EXTL3
POLB,XRCC1,KLF10,TNS1,CD22
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,KLF6,NR0B2,KCNMA1
POLB,PCNA,PRDX6,SPR,EFHD2,OR2K2
POLB,PCNA,RHOF,TIAM1,TRPV6
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RELA,ASB9,IL6ST,CNTFR
POLB,PCNA,ZBTB38,PPP2R2A,WDR6
POLB,PCNA,RHOF,TIAM1,TRPM8
POLB,PCNA,KPNA1,TPX2,RANGRF
POLB,PCNA,CALR,TMX3
POLB,H2BC8,DHX16,EHD2
POLB,PCNA,EP300,TGS1,COPRS
POLB,XRCC1,PARP1,RPA4,SH3BGRL
POLB,XRCC1,KLF10,TNS1,TRPC4
POLB,PCNA,RHOF,TIAM1,SYT12
POLB,PCNA,PRDX6,SPR,CD163
POLB,PCNA,PRDX3,ATP5F1B,AQP10,LYVE1
POLB,PCNA,EZH2,CRY2,ELAPOR1
POLB,H2BC8,POTEE,AP4B1,PCDHA5
POLB,LIG3,NR3C1,CLPTM1L,MPP4
POLB,PCNA,RHOF,TIAM1,CISH
POLB,PCNA,ZBTB38,PPP2R2A,TMC7
POLB,PCNA,RELA,ASB9,CASP4
POLB,PCNA,PRDX6,SPR,NOXO1
POLB,PCNA,RHOF,TIAM1,SMAP1
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,HOOK3,DCTN1,KATNB1
POLB,XRCC1,PARP1,RPA4,VAV3
POLB,PCNA,RHOF,TIAM1,SLC2A12
POLB,PCNA,RHOF,TIAM1,NRP1
POLB,XRCC1,KLF10,TNS1,SCNN1A
POLB,PCNA,KRAS,KPRP,CXCR1
POLB,PCNA,DHX15,SF3B5,SLAMF7
POLB,PCNA,EP300,TGS1,TIMD4
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,MLH1,PPP3CB,KSR2
POLB,PCNA,RHOF,TIAM1,CD300A
POLB,PCNA,RHOF,TIAM1,GRIN1,GRIN3A
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,CALR,TMX3,ADGRL3,TENM2
POLB,PCNA,P4HB,RIPK1
POLB,XRCC1,PNKP,EIF4ENIF1,WHRN
POLB,PCNA,RHOF,TIAM1,CSF2RB
POLB,PCNA,DHX15,SF3B5,DCUN1D3
POLB,PCNA,EP300,TGS1,ZDHHC24,STOML3
POLB,XRCC1,PARP1,RPA4,PRAM1
POLB,PCNA,CCND3,CDK16
POLB,PCNA,RHOF,TIAM1,CLEC12A
POLB,XRCC1,PARP1,RPA4,YIPF3
POLB,PCNA,PMS2,PPP2CA
POLB,PCNA,PPIA,TAGLN2,SLC12A9
POLB,PCNA,UBE2I,CAMK2D,ATP10B
POLB,PCNA,P4HB,RIPK1,HTR1D
POLB,PCNA,RHOF,TIAM1,STK10
POLB,PCNA,RHOF,TIAM1,LAIR1
POLB,PCNA,RHOF,TIAM1,AKAP5
POLB,PCNA,KRAS
POLB,PCNA,KRAS,KPRP,RAB3C
POLB,PCNA,ZBTB1,PALLD
POLB,PCNA,PRDX6,SPR,SOCS7
POLB,PCNA,RHOF,TIAM1,SELL
POLB,XRCC1,KLF10,TNS1,TRPV4
POLB,PCNA,RHOF,TIAM1,SYT6,SYT10
POLB,H2BC21,AKT1,TLR2,GRK4
POLB,PCNA,POLD1,GINS4,MYOF
POLB,XRCC1,PARP1,RPA4,ENDOD1,DPEP1
POLB,PCNA,SUMO1,VHL
POLB,PCNA,ARHGDIA,RHOH
POLB,PCNA,CDK1,CKS2,DCST1
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,P4HB,RIPK1,GALR1
POLB,PCNA,GOLGA1,DVL3,SLC6A4
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,SLC10A7
POLB,PCNA,KPNA1,TPX2,TJP3
POLB,PCNA,H4C6,ZBTB20,GPR22
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,H2AZ2,FH,SLC16A10
POLB,PCNA,RHOF,TIAM1,SLA2
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,KRAS,KPRP,SPPL3
POLB,PCNA,HSCB,ZNF648,P2RX1
POLB,PCNA,EP300,TGS1,PPIP5K1
POLB,PCNA,IGF1R,ADAMTS4,APLNR
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,PRDX6,SPR,PTP4A1,CNNM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RELA,ASB9,CCR3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RELA,ASB9,TNFRSF1B
POLB,PCNA,RHOF,TIAM1,OR1D2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,POLD3,MELTF
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1,CP
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,UBA52,ZFYVE19,VPS28
POLB,PCNA,RELA,ASB9,GLP2R
POLB,PCNA,P4HB,RIPK1
POLB,H2BC8,ACTB,DCTN5,CLDN8
POLB,PCNA,RHOF,TIAM1,CD5
POLB,PCNA,POLD1,GINS4,SEZ6L2
POLB,XRCC1,KLF6,NR0B2,SIDT2
POLB,PCNA,SUMO1,VHL
POLB,PCNA,P4HB,RIPK1
POLB,XRCC1,PARP1,RPA4,ABCB6
POLB,PCNA,UBB,TNFRSF1A
POLB,H2BC8,BRD2,RAB2B
POLB,PCNA,RHOF,TIAM1,F7
POLB,XRCC1,KLF10,TNS1,GDPD5
POLB,H2BC21,TMEM192,GNS,GLDC
POLB,PCNA,RHOF,TIAM1,LPAR6
POLB,PCNA,RHOF,TIAM1,SVIP
POLB,XRCC1,POLK,SBSN,ASGR1
POLB,PCNA,RHOF,TIAM1,SLC30A2,SLC30A10
POLB,PCNA,EP300,TGS1,TNFRSF4
POLB,PCNA,CALR,TMX3
POLB,PCNA,RHOF,TIAM1,AP2S1
POLB,PCNA,KRAS,KPRP,HJV
POLB,PCNA,UBE2D3,BIRC7,BCAM
POLB,H2BC21,ATAD1,AQP3
POLB,PCNA,EP300,TGS1,EDA2R
POLB,PCNA,RHOF,TIAM1,CRHR1
POLB,PCNA,ZBTB38,PPP2R2A,CATIP
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,ZBTB38,PPP2R2A,IRAK4
POLB,PCNA,PRDX3,ATP5F1B
POLB,H2BC21,PKMYT1,INSRR
POLB,PCNA,EP300,TGS1,PCDH1
POLB,H2BC21,ZNF644,ATP9A
POLB,XRCC1,PARP1,RPA4,ENO3
POLB,PCNA,RHOF,TIAM1,LIN7A
POLB,PCNA,UBE2I,CAMK2D,PLA2G6
POLB,PCNA,RHOF,TIAM1,TLR1
POLB,PCNA,RHOF,TIAM1,PTPRD
POLB,PCNA,RHOF,TIAM1
POLB,H2BC21,IGSF3,TSPAN15,PROM2
POLB,PCNA,RHOF,TIAM1,SPTBN5
POLB,PCNA,UHRF2,ZNF410,DOK7
POLB,PCNA,CALR,TMX3
POLB,PCNA,POLD1,GINS4,SERPINB3
POLB,PCNA,P4HB,RIPK1,ADGRG3
POLB,PCNA,RHOF,TIAM1,PCDHGA5
POLB,PCNA,PRDX6,SPR,KLK10,SERPINB10
POLB,PCNA,RHOF,TIAM1,PECAM1
POLB,PCNA,RHOF,TIAM1,NDUFB11,GPR42
POLB,H2BC8,CHMP5,SGTB,SLC20A2
POLB,PCNA,PRDX6,SPR,KCNV2
POLB,PCNA,DHX15,SF3B5,RGS11
POLB,PCNA,EZH2,CRY2,FLCN
POLB,PCNA,RELA,ASB9,KLRC2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,PTH1R
POLB,PCNA,ZBTB38,PPP2R2A,OR52L1
POLB,PCNA,MLH1,PPP3CB
POLB,PCNA,KIAA1522,NCK1,SLC9A6
POLB,PCNA,RHOF,TIAM1,LRCH4
POLB,H2BC21,TTN,ACTN3
POLB,PCNA,RHOF,TIAM1,EPHA6
POLB,PCNA,RHOF,TIAM1,PLD2
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,CDK4,PRKAA1,RAB40AL
POLB,PCNA,EP300,TGS1,FGA
POLB,PCNA,RHOF,TIAM1,CLEC2B
POLB,PCNA,KPNA1,TPX2,RAB39B
POLB,PCNA,RHOF,TIAM1,DSG3
POLB,PCNA,POLD2,NIBAN1
POLB,H2BC21,LARP7,EPB42
POLB,XRCC1,POLK,SBSN,ASGR2
POLB,PCNA,YWHAQ,KSR1,TLR5
POLB,PCNA,PPP1CC,TOR1AIP1,SYT5
POLB,PCNA,FIBP,RNF32,FGFBP1
POLB,PCNA,FEN1,DNA2,LMAN2
POLB,PCNA,KRAS,KPRP,ABCC8
POLB,PCNA,RHOF,TIAM1,GRPR
POLB,PCNA,RHOF,TIAM1,LRP1
POLB,H2BC21,AKT1,TLR2
POLB,H2BC21,AKT1,TLR2,PSG4
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RNASEH2A,ICAM5
POLB,PCNA,CALR,TMX3
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,UBL3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,CD244
POLB,PCNA,KRAS,KPRP,CPNE5
POLB,PCNA,PPP1CB,PAPOLA,WDPCP
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,KLF6,NR0B2,PDE2A
POLB,PCNA,UBE2I,CAMK2D,SLC17A1
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,POLK,SBSN,PROZ,OR52W1
POLB,PCNA,RHOF,TIAM1,LSAMP
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,HSCB,ZNF648,ALG10B
POLB,PCNA,RHOF,TIAM1,CACNG2
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,PTPRS,GPC2
POLB,H2BC21,TMEM192,GNS,LARGE1
POLB,H2BC21,H1-4,FBP2
POLB,XRCC1,POLK,SBSN,RAB9B
POLB,PCNA,RHOF,TIAM1,RXFP1,LRP12
POLB,H2BC8,ARID4A
POLB,XRCC1,PARP1,RPA4,PANX1
POLB,LIG3,NR3C1,CLPTM1L,CNGB1,CNGA1
POLB,PCNA,RHOF,TIAM1,CACNA1D
POLB,PCNA,WWOX,CATSPERE,ADAM30
POLB,PCNA,UBB,TNFRSF1A
POLB,XRCC1,PARP1,RPA4,NOD1
POLB,PCNA,RHOF,TIAM1,SLC12A1
POLB,PCNA,FEN1,DNA2,MYOT
POLB,H2BC21,AIRE,CCDC87,SLC26A9
POLB,PCNA,KPNA1,TPX2,SLC6A5
POLB,PCNA,RHOF,TIAM1,HCN4
POLB,PCNA,NR2C2,PYCR3,ADAM11
POLB,PCNA,KRAS,KPRP,ARF1
POLB,PCNA,EP300,TGS1,IL12A,EBI3
POLB,PCNA,RHOF,TIAM1,ICAM2
POLB,PCNA,H3C12,TPR,SCN4A
POLB,PCNA,RHOF,TIAM1,SLC22A4
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1,CPNE8
POLB,PCNA,KPNA1,TPX2,ACE
POLB,H2BC8,CHD8,CASR
POLB,PCNA,P4HB,RIPK1
POLB,XRCC1,PARP1,RPA4,CIP2A
POLB,PCNA,EP300,TGS1,SCN9A
POLB,H2BC8,XRCC5
POLB,PCNA,RELA,ASB9,MR1
POLB,PCNA,GOLGA1,DVL3,WNT4
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,FCGR2A
POLB,PCNA,H4C6,ZBTB20,SLC35A1
POLB,XRCC1,PARP1,RPA4,KCNA2
POLB,PCNA,SUMO1,VHL
POLB,H2BC8,CHD1L,NT5E
POLB,PCNA,RHOF,TIAM1,AVPR2
POLB,PCNA,EZH2,CRY2,TTLL5
POLB,PCNA,P4HB,RIPK1,FPR1
POLB,H2BC8,VDAC1
POLB,PCNA,UHRF2,ZNF410,MANSC4
POLB,H2BC21,AKT1
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,MIEN1
POLB,PCNA,RELA,ASB9,KIR2DL1
POLB,PCNA,RELA,ASB9,TRPV1
POLB,XRCC1,KLF10,TNS1,STX11,SCNN1D
POLB,PCNA,RHOF,TIAM1,AKAP10
POLB,PCNA,H3C12,TPR,FAT3
POLB,H2BC8,DHX16,EHD2
POLB,H2BC8,HMG20A,PAWR,ADAP2
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,DAG1
POLB,PCNA,RHOF,TIAM1,RHEBL1
POLB,H2BC8,ZNF768,SLC16A6
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1,MRPL42
POLB,PCNA,EZH2,CRY2,KLRK1
POLB,PCNA,ZBTB38,PPP2R2A,CR2
POLB,XRCC1,KLF10,TNS1,RHO
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,UBB,TNFRSF1A
POLB,H2BC21,OBSL1,MTMR2,SGCD
POLB,PCNA,NR2C2,PYCR3,KCTD3
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,CALR,TMX3,SLC40A1
POLB,PCNA,MSH6,ANKRD17,ADGRV1
POLB,PCNA,RELA,ASB9,TRPM6
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,PMS2,PPP2CA
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,RELA,ASB9,TRPM2
POLB,XRCC1,KLF10,TNS1,TF
POLB,PCNA,KIAA1522,NCK1
POLB,H2BC21,CASQ2,EPB41L4B
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,EZH2,CRY2,PRLR
POLB,PCNA,RHOF,TIAM1,SLC1A3
POLB,XRCC1,PNKP,EIF4ENIF1,MYO10
POLB,PCNA,DHX15,SF3B5,TFPI
POLB,H2BC8,FOXM1,YTHDC1
POLB,PCNA,RHOF,TIAM1,GABBR1
POLB,PCNA,RHOF,TIAM1,TAMALIN
POLB,H2BC8,CHMP5
POLB,PCNA,GOLGA1,DVL3,SERINC1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,UBE2D3,BIRC7,SYTL5
POLB,PCNA,POLD1,GINS4,ERAS
POLB,PCNA,EP300,TGS1,SCN10A
POLB,H2BC8,SRCAP,PTPN3
POLB,PCNA,KIAA1522,NCK1,LRP4
POLB,PCNA,RHOF,TIAM1,MEGF10
POLB,PCNA,P4HB,RIPK1,HTR7
POLB,PCNA,PRDX6,SPR,ZP4
POLB,PCNA,UBE2D3,BIRC7,F11
POLB,PCNA,RHOF,TIAM1,SIGLEC11
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,PRDX6,SPR,FZD1
POLB,PCNA,RHOF,TIAM1,CYSTM1
POLB,PCNA,PRDX3,ATP5F1B,OR1C1
POLB,PCNA,RELA,ASB9,CACNG8
POLB,PCNA,P4HB,RIPK1,TAS1R2
POLB,H2BC21,UBQLN1,FGF7,GABRA6
POLB,PCNA,PRDX6,SPR,ZBTB42
POLB,PCNA,UBE2D3,BIRC7,HOMER2
POLB,PCNA,PMS2,PPP2CA
POLB,PCNA,GOLGA1,DVL3,SLC30A8
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,UBE2B
POLB,PCNA,IGF1R,ADAMTS4,RGS4
POLB,PCNA,P4HB,RIPK1
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,HSCB,ZNF648,HTR3B
POLB,PCNA,RELA,ASB9,IL6ST
POLB,PCNA,DHX15,SF3B5,ELAPOR2
POLB,PCNA,EP300,TGS1,TMC8
POLB,XRCC1,PARP1,RPA4,SLC6A3
POLB,PCNA,RHOF,TIAM1,MICALL2
POLB,PCNA,DHX15,SF3B5,ACSL6
POLB,PCNA,EZH2,CRY2,ABCG8
POLB,PCNA,UBE2D3,BIRC7,CYTH3
POLB,PCNA,RELA,ASB9,MARCHF4,ABCA7
POLB,PCNA,RHOF,TIAM1
POLB,H2BC21,MYC,ELL,KREMEN1
POLB,XRCC1,KLF10,TNS1,LDLRAD3
POLB,PCNA,RHOF,TIAM1
POLB,XRCC1,PARP1,RPA4,SLC30A5
POLB,PCNA,P4HB,RIPK1,CALCRL,RAMP1
POLB,PCNA,POLD1,GINS4,DHRS3,OR10H2
POLB,PCNA,RELA,ASB9,UNC13A
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,KRAS,KPRP,KCNJ5
POLB,PCNA,POLD3,MELTF
POLB,PCNA,GOLGA1,DVL3,YIPF4
POLB,H2BC21,CASQ2,EPB41L4B
POLB,XRCC1,PARP1,RPA4,SLMAP
POLB,PCNA,ZBTB38,PPP2R2A,S100A2,DGKH
POLB,PCNA,EP300,TGS1,CD3E
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1,FGFR2
POLB,XRCC1,PARP1,RPA4,PAFAH1B2
POLB,PCNA,PRDX6,SPR,ARHGAP15
POLB,XRCC1,POLI,RIGI,PHB
POLB,H2BC21,KAT2A,SLC44A2
POLB,PCNA,ZBTB38,PPP2R2A,RAB25
POLB,H2BC21,IGSF3,TSPAN15
POLB,XRCC1,KLF6,NR0B2,ATP12A
POLB,PCNA,PRDX3,ATP5F1B,PIGN
POLB,PCNA,XPA,GTF2H1,IL17RB
POLB,PCNA,PRDX6,SPR,NECTIN4
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1,PTPRU
POLB,PCNA,RHOF,TIAM1,KCNE3
POLB,PCNA,RHOF,TIAM1,NCR3LG1,CD200R1
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,MYSM1,STING1
POLB,PCNA,H3C12,TPR,SNF8
POLB,PCNA,RHOF,TIAM1,CA9
POLB,PCNA,ZBTB38,PPP2R2A,KCNG3
POLB,H2BC8,HMG20A,PAWR
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,UBC,TBC1D15,GJA4
POLB,PCNA,EP300,TGS1,PTAFR
POLB,PCNA,CALR,TMX3,PLPP1
POLB,PCNA,UBE2D3,BIRC7,LAMP3
POLB,H2BC21,BRPF1
POLB,PCNA,SUMO1,VHL
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RELA,ASB9,PLP2
POLB,PCNA,CALR,TMX3,ADGRL3
POLB,PCNA,P4HB,RIPK1,RGS6
POLB,PCNA,RHOF,TIAM1,EMC6,MMD
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,RHOF,TIAM1,NCF4
POLB,H2BC21,LARP7,EPB42
POLB,PCNA,PRDX6,SPR,RAP1GAP2
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1,AQP5
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RELA,ASB9,NALCN
POLB,PCNA,RHOF,TIAM1,SIRPD
POLB,PCNA,RHOF,TIAM1,SLC7A3
POLB,PCNA,GOLGA1,DVL3,KLHL13,KIRREL2
POLB,PCNA,PRDX6,SPR,ITGAX
POLB,XRCC1,PARP1,RPA4,HPN
POLB,PCNA,PRDX3,ATP5F1B
POLB,H2BC21,CDK14,GDE1
POLB,XRCC1,KLF6,NR0B2,NLRX1
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,H2BC8,ZMYM2,C8A,C8B
POLB,LIG3,NR3C1,CLPTM1L,TSPAN4
POLB,PCNA,RHOF,TIAM1,GPD1L
POLB,PCNA,P4HB,RIPK1
POLB,XRCC1,KLF6,NR0B2,OSMR
POLB,PCNA,ZBTB38,PPP2R2A,FAM120A
POLB,PCNA,ZBTB38,PPP2R2A,CDC42EP4
POLB,PCNA,RHOF,TIAM1,SLC16A4
POLB,XRCC1,POLL,FAM9B,SLC16A3
POLB,PCNA,P4HB,RIPK1
POLB,PCNA,RHOF,TIAM1,TDGF1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,KPNA1,TPX2,PTPRCAP
POLB,H2BC21,PKMYT1,INSRR
POLB,PCNA,UBB,TNFRSF1A
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,IGF1R,ADAMTS4,OR2M7
POLB,H2BC8,HEATR1,SPN
POLB,H2BC8,ACTB,DCTN5,OR4E2
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,DHX15,SF3B5,CRLF3
POLB,XRCC1,KLF10,TNS1,ENPP1
POLB,H2BC8,CTCF,ZMYM1,PLEKHM3
POLB,PCNA,PRDX3,ATP5F1B
POLB,H2BC8,TAF5L,ALOX15B
POLB,PCNA,PRDX3,ATP5F1B
POLB,PCNA,RELA,ASB9,KCNQ3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,CALR,TMX3
POLB,XRCC1,PARP1,RPA4,ARHGEF18
POLB,XRCC1,KLF10,TNS1,SLC9A3
POLB,PCNA,RHOF,TIAM1
POLB,PCNA,EP300,TGS1,MEP1A
POLB,PCNA,EZH2,CRY2,PLCE1
POLB,PCNA,RHOF,TIAM1,EFNB3
POLB,PCNA,RHOF,TIAM1,RAB15
POLB,PCNA,P4HB,RIPK1
POLB,XRCC1,PARP1,RPA4,NOX4
POLB,PCNA,RHOF,TIAM1,EPOR
POLB,PCNA,UBB,TNFRSF1A
POLB,H2BC21,AKT1,TLR2
POLB,PCNA,CDK5,STXBP1
POLB,PCNA,RHOF,TIAM1,SLC4A8
POLB,PCNA,RHOF,TIAM1,CACNA1S
